ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
2318,DINTEL,SALA DE MANUTENÇÃO II,,29077,640040,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA ESPALDAR ALTO, REGULÁVEL, COM
BRAÇOS, COR AZUL - MARCA NOBRE - MODELO PRESIDENTE
Dt. aquisição: 27/07/2010
Convênio: CONVENIO 465/2008-SENASP/MJ",BOM,"R$                                 246,50"
2319,DPCA - PORTO VELHO,CARTÓRIO 02,,25342,643261,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM TIPO PRESIDENTE ESPALDAR
ALTO NA COR AZUL C/ BRAÇOS
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2320,"DELEGACIA DE POLÍCIA CIVIL -
CANDEIAS",CARTORIO 01,,24503,645627,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM TIPO DIGITADOR
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2321,DINTEL,SUB CHEFIA,,29058,640025,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA ESPALDAR ALTO, REGULÁVEL, COM
BRAÇOS, COR AZUL - MARCA NOBRE - MODELO PRESIDENTE
Dt. aquisição: 27/07/2010
Convênio: CONVENIO 465/2008-SENASP/MJ",BOM,"R$                                 246,50"
2322,DÉCIMA DELEGACIA - NOVA MUTUM,DELEGADO TITULAR,,62007,551345,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA COM APOIO
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2323,DÉCIMA DELEGACIA - NOVA MUTUM,SEVIC,,61983,575695,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA COM APOIO
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2324,DPCA - PORTO VELHO,CARTÓRIO 01,,24806,642745,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM TIPO DIGITADOR AUTO
REGULÁVEL NA COR AZUL C/ BRAÇOS
Dt. aquisição: 01/10/2009
Convênio: FUNRESPOL PC",BOM,"R$                                 221,00"
2325,DÉCIMA DELEGACIA - NOVA MUTUM,CASA PC,,62043,569830,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 221,00"
2326,DÉCIMA DELEGACIA - NOVA MUTUM,COMISSARIADO,,61981,568535,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"GAVETEIRO
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 305,50"
2327,DÉCIMA DELEGACIA - NOVA MUTUM,DEPÓSITO DOS FUNDOS,,62030,575413,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 221,00"
2328,DPCA - PORTO VELHO,GABINETE,ADJUNTA,29052,643135,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA NOBRE TIPO PRESIDENTE ESPALDAR ALTO
REGULÁVEL C/ BRAÇO NA COR AZUL
Dt. aquisição: 27/07/2010
Convênio: CONVÊNIO 465/2008-SENASP/MJ",BOM,"R$                                 246,50"
2329,"ACADEMIA DE POLÍCIA CIVIL -
ACADEPOL",AUDITÓRIO,,29537,629249,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA ESTOFADA GIRATÓRIA/COR AZUL,SECRETARIA,SEM
BRAÇO,
CAVALETTI/4034BKG INJ EP
Dt. aquisição: 27/10/2010",BOM,"R$                                 221,00"
2330,"CENTRAL DE POLÍCIA - PORTO
VELHO",ADMINISTRAÇÃO,,41055,650229,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA COM BRAÇOS NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 04/05/2012",BOM,"R$                                 297,50"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
2331,DINTEL,SALA DE MANUTENÇÃO,,2170,623292,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA ESTOFADA PARA CHEFIA TIPO DIRETOR, RECLINÁVEL,
COM ENCOSTO E ASSENTO, COR AZUL - MARCA ERGOFLEX
Dt. aquisição: 05/12/2002",REGULAR,"R$                                 119,00"
2332,DERCCMA - PORTO VELHO,GABINETE,DELEGADO TITULAR,51420,659178,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA.
SEM INFORMAÇÕES NO SGA E PLANILHA.",BOM,"R$                                 221,00"
2333,"2a DELEGACIA DE POLÍCIA CIVIL -
PORTO VELHO",CARTÓRIO,,24753,620061,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA DIGITADOR AUTO REGULÁVEL, COR AZUL,
COM BRAÇOS - MARCA FLEXFORM - MODELO FUNRESPOL PC
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2334,"CENTRAL DE POLÍCIA - PORTO
VELHO",SEVIC,,41070,650266,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA COM BRAÇOS NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 04/05/2012",BOM,"R$                                 297,50"
2335,"ACADEMIA DE POLÍCIA CIVIL -
ACADEPOL",COORDENAÇÃO DE CURSO,,29535,629245,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA ESTOFADA GIRATÓRIA/COR AZUL,SECRETARIA,SEM
BRAÇO,
CAVALETTI/4034BKG INJ EP
Dt. aquisição: 27/10/2010",BOM,"R$                                 221,00"
2336,"CENTRAL DE POLÍCIA - PORTO
VELHO",POLÍCIA MILITAR,,41020,650022,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA COM BRAÇOS NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 04/05/2012",BOM,"R$                                 297,50"
2337,DÉCIMA DELEGACIA - NOVA MUTUM,SEVIC,,61907,575705,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA COM APOIO
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2338,"DELEGACIA ESPECIALIZADA EM
REPRESSÃO AOS CONFLITOS
AGRÁRIOS (DERCA) - PORTO VELHO",GABINETE,,25065,624672,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA, ALTO REGULÁVEL, COM BRAÇOS, COR
AZUL - MARCA FLEXFORM - MODELO SECRETARIA
Dt. aquisição: 01/10/2009",BOM,"R$                                 208,00"
2339,DINTEL,GABINETE DO DIRETOR,,28980,639950,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA REGULÁVEL, COR AZUL, SEM BRAÇOS -
MARCA NOBRE - MODELO SECRETARIA
Dt. aquisição: 27/07/2010
Convênio: CONVENIO 465/2008-SENASP/MJ",BOM,"R$                                 246,50"
2340,"DELEGACIA DE POLÍCIA CIVIL -
CANDEIAS",GABINETE,,17420,650554,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"POLTRONA GIRATÓRIA EM TECIDO NA COR AZUL,ESPALDAR
BAIXO FLEXFORM
Dt. aquisição:09/10/2008",BOM,"R$                                 221,00"
2341,"CENTRAL DE POLÍCIA - PORTO
VELHO",CARTÓRIO 03,,41016,650012,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA COM BRAÇOS NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 04/05/2012",BOM,"R$                                 297,50"
2342,"CENTRAL DE POLÍCIA - PORTO
VELHO",CARTÓRIO 01,,41042,650205,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA COM BRAÇOS NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 04/05/2012",BOM,"R$                                 297,50"
2343,"CENTRAL DE POLÍCIA - PORTO
VELHO",COMISSARIADO,,41050,650212,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA COM BRAÇOS NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 04/05/2012",BOM,"R$                                 297,50"
2344,"CENTRAL DE POLÍCIA - PORTO
VELHO",ARQUIVO,,41056,650251,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA COM BRAÇOS NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 04/05/2012",BOM,"R$                                 297,50"
2345,"CENTRAL DE POLÍCIA - PORTO
VELHO",SECRETARIA,,41066,650288,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA COM BRAÇOS NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 04/05/2012",BOM,"R$                                 297,50"
2346,"CENTRAL DE POLÍCIA - PORTO
VELHO",CARTÓRIO 02,,41069,650303,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA COM BRAÇOS NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 04/05/2012",BOM,"R$                                 297,50"
2347,DPCA - PORTO VELHO,SEVIC,,29028,640633,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA NOBRE TIPO PRESIDENTE ESPALDAR ALTO
REGULÁVEL C/ BRAÇOS NA COR AZUL
Dt. aquisição: 27/07/2010
Convênio: CONVÊNIO 465/2008-SENASP/MJ",BOM,"R$                                 246,50"
2348,DEDT - DELEGACIA - PORTO VELHO,DELEGADO ADJUNTO,,25043,628844,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA, MARCA FLEXFORM, MODELO
SECRETARIA, AUTO REGULÁVEL, C/ BRAÇOS, NA COR AZUL
Dt. aquisição: 01/10/2009",BOM,"R$                                 208,00"
2349,DEAAI - PORTO VELHO,CARTÓRIO,,41407,633573,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA TIPO OPERACIONAL COM ESPALDAR ALTO
NA COR AZUL - MARCA FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                                 297,50"
2350,"CENTRAL DE POLÍCIA - PORTO
VELHO",APOIO JURÍDICO,,41036,650137,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA COM BRAÇOS NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 04/05/2012",BOM,"R$                                 297,50"
2351,"DELEGACIA DE POLÍCIA CIVIL -
CANDEIAS",DEPÓSITO 01,,24963,650291,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM TIPO SECRETARIA ALTO
REGULÁVEL NA COR AZUL C/ BRAÇOS
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
2352,DINTEL,SALA DE MANUTENÇÃO,,28972,624679,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA REGULÁVEL, ,SEM BRAÇOS, COR AZUL -
MARCA NOBRE - MODELO SECRETARIA
Dt. aquisição: 27/07/2010
Convênio: CONVENIO 465/2008-SENASP/MJ",REGULAR,"R$                                 144,50"
2353,DEAAI - PORTO VELHO,SEVIC,,41406,633555,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA TIPO OPERACIONAL COM ESPALDAR ALTO
NA COR AZUL - MARCA FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                                 297,50"
2354,DEAAI - PORTO VELHO,CARTÓRIO,,41408,633586,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA TIPO OPERACIONAL COM ESPALDAR ALTO
NA COR AZUL - MARCA FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                                 297,50"
2355,DEAAI - PORTO VELHO,SEVIC,,41416,633649,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA TIPO OPERACIONAL COM ESPALDAR ALTO
NA COR AZUL - MARCA FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                                 297,50"
2356,DERCCMA - PORTO VELHO,SEVIC,,41423,658741,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM TIPO OPERACIONAL, ESPALDAR
ALTO, COR AZUL.
Dt. aquisição: 19/03/2012.",BOM,"R$                                 297,50"
2357,DINTEL,SALA DE MANUTENÇÃO,,27862,625426,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",REGULAR,"R$                                 297,50"
2358,"CENTRAL DE POLÍCIA - PORTO
VELHO",CARTÓRIO II - PLANTÃO,,41012,649994,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA COM BRAÇOS NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 04/05/2012",BOM,"R$                                 297,50"
2359,"2a DELEGACIA DE POLÍCIA CIVIL -
PORTO VELHO",ÁREA EXTERNA,,6869,618828,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA ESTOFADA GIRATÓRIA TIPO SECRETARIA, EM TECIDO
NA COR AZUL - MARCA VANDA FLEX - MODELO SECRETARIA
Dt. aquisição: 18/09/2007
Convenio: CONVÊNIO SESDEC",BOM,"R$                                 221,00"
2360,DINTEL,GABINETE DO DIRETOR,,28979,639933,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA REGULÁVEL, COR AZUL, SEM BRAÇOS -
MARCA NOBRE - MODELO SECRETARIA
Dt. aquisição: 27/07/2010
Convênio: CONVENIO 465/2008-SENASP/MJ",BOM,"R$                                 246,50"
2361,DINTEL,GABINETE DO DIRETOR,,29035,639989,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA ESPALDAR ALTO, REGULÁVEL, COM
BRAÇOS, COR AZUL - MARCA NOBRE - MODELO PRESIDENTE
Dt. aquisição: 27/07/2010
Convênio: CONVENIO 465/2008-SENASP/MJ",BOM,"R$                                 246,50"
2362,DINTEL,SALA DE MANUTENÇÃO II,,29053,640021,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA ESPALDAR ALTO, REGULÁVEL, COM
BRAÇOS, COR AZUL - MARCA NOBRE - MODELO PRESIDENTE
Dt. aquisição: 27/07/2010
Convênio: CONVENIO 465/2008-SENASP/MJ",BOM,"R$                                 246,50"
2363,"CENTRAL DE POLÍCIA - PORTO
VELHO",SEVIC,,41067,650295,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA COM BRAÇOS NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 04/05/2012",BOM,"R$                                 297,50"
2364,DINTEL,SALA DE MANUTENÇÃO II,,29037,639998,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA ESPALDAR ALTO, REGULÁVEL, COM
BRAÇOS, COR AZUL - MARCA NOBRE - MODELO PRESIDENTE
Dt. aquisição: 27/07/2010
Convênio: CONVENIO 465/2008-SENASP/MJ",BOM,"R$                                 246,50"
2365,DINTEL,GABINETE DO DIRETOR,,29047,640014,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA ESPALDAR ALTO, REGULÁVEL, COM
BRAÇOS, COR AZUL - MARCA NOBRE - MODELO PRESIDENTE
Dt. aquisição: 27/07/2010
Convênio: CONVENIO 465/2008-SENASP/MJ",BOM,"R$                                 246,50"
2366,"DELEGACIA ESPECIALIZADA EM
REPRESSÃO AOS CONFLITOS
AGRÁRIOS (DERCA) - PORTO VELHO",GABINETE,,40291,640334,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA, TIPO SECRETARIA, SEM BRACOS, COR
AZUL - MARCA GIROFLEX.
Dt. aquisição: 08/03/2012
Convênio: CONVENIO 003/2010-SENASP/MJ",BOM,"R$                                 297,50"
2367,"CENTRAL DE POLÍCIA - PORTO
VELHO",SEVIC,,41041,650201,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA COM BRAÇOS NA COR AZUL - MARCA
FLEXFORM
Dt. aquisição: 04/05/2012",BOM,"R$                                 297,50"
2368,DEAAI - PORTO VELHO,COMISSARIADO,,41411,633634,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA TIPO OPERACIONAL COM ESPALDAR ALTO
NA COR AZUL - MARCA FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                                 297,50"
2369,DÉCIMA DELEGACIA - NOVA MUTUM,COMISSARIADO,,61971,623994,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 348,50"
2370,DEAAI - PORTO VELHO,CARTÓRIO,,41410,633617,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA TIPO OPERACIONAL COM ESPALDAR ALTO
NA COR AZUL - MARCA FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                                 297,50"
2371,DEDT - DELEGACIA - PORTO VELHO,CARTÓRIO 01,,24561,628846,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA, MARCA FLEXFORM, MODELO DIGITADOR,
AUTO REGULÁVEL, C/ BRAÇOS, NA COR AZUL
Dt. aquisição: 01/10/2009
Convenio: FUNRESPOL PC",BOM,"R$                                 208,00"
2372,DERCCMA - PORTO VELHO,SEVIC,,41419,658731,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM TIPO OPERACIONAL, ESPALDAR
ALTO, COR AZUL.
Dt. aquisição: 19/03/2012.",BOM,"R$                                 297,50"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
2373,DERCCMA - PORTO VELHO,CARTÓRIO,,40298,658802,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"BRACOS, COR AZUL.
Dt. aquisição: 08/03/2012.
Convenio: CONVENIO 003/2010-SENASP/MJ.",BOM,"R$                                 297,50"
2374,DPCA - PORTO VELHO,GABINETE,TITULAR,29057,643528,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA NOBRE TIPO PRESIDENTE ESPALDAR ALTO
REGULÁVEL C/ BRAÇOS NA COR AZUL
Dt. aquisição: 27/07/2010
Convênio: CONVÊNIO 465/2008-SENASP/MJ",BOM,"R$                                 246,50"
2375,DEAAI - PORTO VELHO,SEVIC,,41412,633642,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA TIPO OPERACIONAL COM ESPALDAR ALTO
NA COR AZUL - MARCA FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                                 297,50"
2376,DEAAI - PORTO VELHO,SEVIC,,41418,633658,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA TIPO OPERACIONAL COM ESPALDAR ALTO
NA COR AZUL - MARCA FLEXFORM
Dt. aquisição: 19/03/2012",BOM,"R$                                 297,50"
2377,DEI- DRACO - PORTO VELHO,CARTÓRIO,,22295,695266,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 221,00"
2378,DENARC - PORTO VELHO,1a DRE,,24563,707678,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM DIGITADOR AUTO REGULÁVEL
NA COR AZUL C/ BRAÇOS
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2379,DEI- DRACO - PORTO VELHO,CARTÓRIO,,28977,693284,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA NOBRE SECRETARIA REGULÁVEL, SEM
BRACOS COR AZUL
Dt. aquisição: 27/07/2010
Convenio: CONVENIO 465/2008-SENASP/MJ",BOM,"R$                                 246,50"
2380,DEI- DRACO - PORTO VELHO,DISK DENUNCIA,,24691,703380,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA FLEXFORM DIGITADOR GIRATÓRIA AUTO REGULÁVEL,
COR AZUL, C/BRACOS
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2381,DERCCMA - PORTO VELHO,SEVIC,,24536,696762,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM DIGITADOR AUTO REGULÁVEL,
COR AZUL, COM BRAÇOS.
Dt. aquisição: 01/10/2009.",BOM,"R$                                 221,00"
2382,DERCCMA - PORTO VELHO,SEVIC,,29086,696576,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA NOBRE PRESIDENTE, ESPALDAR ALTO,
REGULÁVEL, COM BRACOS, COR AZUL.
Dt. aquisição: 27/07/2010.
Convenio: CONVENIO 465/2008-SENASP/MJ.",BOM,"R$                                 246,50"
2383,DERCCMA - PORTO VELHO,CARTÓRIO,,24513,696761,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM DIGITADOR AUTO REGULÁVEL,
COR AZUL, COM BRAÇOS.
Dt. aquisição: 01/10/2009.",BOM,"R$                                 221,00"
2384,DENARC - PORTO VELHO,CARTÓRIO 2a DRE,,25063,707715,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM TIPO SECRETARIA AUTO
REGULÁVEL NA COR AZUL C/ BRAÇOS
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2385,DENARC - PORTO VELHO,1a DRE,NÚCLEO DE INTELIGÊNCIA,25213,707722,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM TIPO SECRETARIA ALTO
REGULÁVEL NA COR AZUL C/ BRAÇOS
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2386,DENARC - PORTO VELHO,DELEGADO DRE,,25307,707729,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM TIPO SECRETARIA ALTO
REGULÁVEL NA COR AZUL C/ BRAÇOS
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2387,DEI- DRACO - PORTO VELHO,DRACO,SEVIC,25250,709430,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM PRESIDENTE ESPALDAR
ALTO,COR AZUL,C/BRACOS
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2388,DENARC - PORTO VELHO,GABINETE,RECEPÇÃO,24546,707652,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM TIPO  DIGITADOR AUTO
REGULÁVEL NA COR AZUL C/ BRAÇOS
Dt. aquisição: 01/10/2009
Convênio:  FUNRESPOL PC",BOM,"R$                                 221,00"
